Sensor0,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Label
"[-44, 9, -29]","[-23, 37, -39]","[-17, 16, -9]","[-30, 8, -5]","[-16, -7, -20]","[-18, -28, -33]","[-3, -28, -12]","[-9, -14, -12]",Evan_001_001
"[-43, 6, -31]","[-25, 40, -39]","[-14, 17, -9]","[-27, 5, -5]","[-18, -4, -21]","[-19, -26, -30]","[0, -29, -6]","[-10, -15, -14]",Evan_001_001
"[-45, 5, -31]","[-23, 36, -38]","[-16, 20, -17]","[-30, 5, -8]","[-21, -4, -28]","[-17, -26, -30]","[-4, -30, -10]","[-7, -15, -14]",Evan_001_001
"[-42, 8, -27]","[-30, 34, -38]","[-17, 19, -11]","[-27, 6, -1]","[-22, -4, -23]","[-18, -25, -31]","[-3, -28, -6]","[-13, -12, -10]",Evan_001_001
"[-44, 7, -27]","[-24, 39, -41]","[-16, 19, -13]","[-28, 5, -4]","[-17, -6, -24]","[-17, -26, -31]","[-2, -27, -7]","[-12, -12, -12]",Evan_001_001
"[-41, 7, -32]","[-24, 36, -44]","[-17, 21, -12]","[-29, 4, -4]","[-16, -1, -24]","[-16, -25, -36]","[0, -28, -6]","[-8, -16, -15]",Evan_001_001
"[-44, 4, -27]","[-23, 36, -37]","[-16, 19, -7]","[-27, 4, -4]","[-16, -7, -21]","[-15, -27, -35]","[-2, -27, -9]","[-9, -12, -9]",Evan_001_001
"[-39, 8, -25]","[-23, 34, -36]","[-15, 19, -7]","[-27, 2, 0]","[-17, -4, -25]","[-16, -25, -31]","[0, -27, -2]","[-12, -14, -10]",Evan_001_001
"[-40, 8, -21]","[-22, 36, -34]","[-15, 17, -2]","[-26, 6, -3]","[-17, -2, -23]","[-14, -26, -32]","[-1, -25, -6]","[-10, -12, -16]",Evan_001_001
"[-40, 4, -30]","[-24, 34, -37]","[-14, 19, -10]","[-26, 5, 2]","[-17, -5, -23]","[-14, -26, -30]","[0, -28, -2]","[-9, -9, -13]",Evan_001_001
"[-41, 6, -31]","[-21, 34, -36]","[-16, 20, -10]","[-28, 5, -7]","[-18, -6, -27]","[-15, -27, -30]","[-1, -27, -6]","[-10, -12, -8]",Evan_001_001
"[-40, 7, -26]","[-22, 34, -35]","[-17, 15, -12]","[-26, 0, -5]","[-16, -5, -24]","[-15, -27, -31]","[-2, -25, -9]","[-11, -12, -10]",Evan_001_001
"[-41, 7, -25]","[-23, 33, -38]","[-12, 17, -15]","[-26, 2, -3]","[-17, 0, -24]","[-18, -27, -25]","[0, -28, -9]","[-12, -16, -11]",Evan_001_001
"[-43, 5, -25]","[-21, 32, -39]","[-12, 17, -18]","[-30, 3, -4]","[-18, -4, -22]","[-13, -30, -28]","[-2, -27, -3]","[-12, -12, -13]",Evan_001_001
"[-39, 4, -23]","[-23, 34, -37]","[-18, 20, -16]","[-29, 4, -3]","[-17, -7, -22]","[-15, -27, -29]","[-1, -25, -5]","[-12, -8, -11]",Evan_001_001
"[-38, 4, -26]","[-20, 35, -43]","[-15, 21, -12]","[-25, 4, -5]","[-15, -4, -23]","[-16, -29, -31]","[0, -26, -7]","[-8, -13, -18]",Evan_001_001
"[-37, 0, -20]","[-23, 34, -41]","[-17, 18, -17]","[-26, 2, -1]","[-12, -6, -21]","[-16, -27, -32]","[-1, -26, -2]","[-7, -10, -6]",Evan_001_001
"[-38, 4, -19]","[-22, 35, -34]","[-14, 20, -13]","[-25, 2, -4]","[-16, -6, -22]","[-16, -26, -30]","[0, -26, -5]","[-9, -12, -10]",Evan_001_001
"[-40, 3, -26]","[-24, 31, -41]","[-15, 17, -13]","[-26, 3, 0]","[-15, -3, -24]","[-16, -23, -29]","[-1, -25, -5]","[-11, -12, -13]",Evan_001_001
"[-36, 3, -29]","[-22, 31, -40]","[-13, 19, -19]","[-23, 4, -1]","[-17, -7, -22]","[-18, -31, -27]","[-1, -25, 0]","[-10, -12, -13]",Evan_001_001
"[-37, 2, -22]","[-22, 33, -40]","[-16, 16, -12]","[-24, 4, -3]","[-19, -3, -20]","[-17, -26, -30]","[-1, -27, -2]","[-9, -10, -11]",Evan_001_001
"[-43, 5, -25]","[-23, 33, -42]","[-18, 19, -10]","[-23, 3, -4]","[-16, -5, -22]","[-13, -27, -26]","[-1, -26, 0]","[-11, -13, -14]",Evan_001_001
"[-39, 0, -25]","[-22, 29, -36]","[-16, 14, -7]","[-29, 3, -3]","[-15, -3, -22]","[-16, -26, -29]","[-5, -26, -6]","[-13, -12, -8]",Evan_001_001
"[-41, 5, -25]","[-23, 30, -37]","[-15, 15, -18]","[-25, 5, -6]","[-16, -4, -18]","[-20, -25, -31]","[0, -24, -1]","[-10, -10, -10]",Evan_001_001
"[-37, 3, -25]","[-23, 32, -43]","[-17, 16, -18]","[-27, 2, -3]","[-13, -2, -20]","[-12, -27, -25]","[-1, -26, -4]","[-9, -11, -6]",Evan_001_001
"[-38, 0, -23]","[-24, 31, -39]","[-11, 17, -17]","[-25, -1, -5]","[-17, -6, -19]","[-11, -26, -28]","[-3, -26, -10]","[-10, -11, -11]",Evan_001_001
"[-40, 2, -26]","[-22, 33, -38]","[-12, 19, -14]","[-25, 2, -10]","[-16, -4, -19]","[-17, -25, -24]","[-1, -25, -7]","[-9, -10, -10]",Evan_001_001
"[-36, 2, -26]","[-20, 32, -39]","[-11, 16, -17]","[-25, 4, -11]","[-17, -5, -24]","[-17, -26, -30]","[-1, -25, -2]","[-8, -13, -8]",Evan_001_001
"[-38, 2, -29]","[-20, 32, -39]","[-16, 18, -17]","[-26, 1, -11]","[-16, -5, -19]","[-19, -22, -24]","[-1, -26, 0]","[-11, -13, -9]",Evan_001_001
"[-36, 1, -28]","[-18, 28, -40]","[-11, 13, -15]","[-25, 0, -5]","[-14, -7, -21]","[-15, -25, -26]","[1, -22, 1]","[-7, -12, -7]",Evan_001_001
"[-32, -4, -10]","[-25, 14, -22]","[-18, 2, -17]","[-20, -3, 10]","[-11, -4, -18]","[-14, -23, -17]","[2, -19, 0]","[-9, -11, -10]",Evan_001_001
"[-9, -1, 34]","[-14, -4, 21]","[-8, -12, 7]","[-3, -11, 20]","[-6, 0, -15]","[-5, -15, -15]","[4, -11, -1]","[-4, -9, -7]",Evan_001_001
"[-3, -2, 24]","[-9, -9, 26]","[-2, -16, 4]","[0, -9, 16]","[-5, -1, -7]","[-3, -11, -7]","[2, -11, 4]","[-3, -5, -3]",Evan_001_001
"[-5, -1, 10]","[-13, -3, -3]","[-10, -3, -5]","[-6, -6, 5]","[-4, -1, -7]","[-6, -8, -10]","[4, -8, 5]","[-2, -4, 0]",Evan_001_001
"[-7, 0, 2]","[-6, 2, 0]","[-9, 0, -1]","[-6, -3, 6]","[-4, -1, -4]","[-5, -5, -6]","[4, -9, 1]","[-2, -2, -3]",Evan_001_001
"[-6, 0, 7]","[-7, 1, -8]","[-3, 0, 2]","[-5, -3, 3]","[-4, 2, -4]","[0, -5, -8]","[4, -5, 0]","[-2, -1, -5]",Evan_001_001
"[-9, 0, 6]","[-8, 2, -5]","[-4, 1, 4]","[-4, -2, 1]","[-1, 0, -8]","[-3, -10, -9]","[3, -8, 0]","[0, -3, -5]",Evan_001_001
"[-5, 3, 2]","[-3, 3, 4]","[0, 0, 1]","[-5, -1, 8]","[-3, -2, -3]","[-2, -9, -5]","[7, -10, 0]","[-1, -2, -6]",Evan_001_001
"[-8, 0, 6]","[-2, 3, 1]","[-4, -3, -3]","[-3, -1, 6]","[-4, 1, -6]","[-2, -8, -1]","[2, -12, 3]","[-2, -2, -1]",Evan_001_001
"[-5, 2, 4]","[-4, 4, 1]","[0, 0, -3]","[-4, -1, 1]","[-2, 0, -4]","[0, -9, -3]","[2, -8, -4]","[0, -3, -8]",Evan_001_001
"[-5, 3, 9]","[-7, 5, 5]","[-2, 1, -1]","[-1, -4, 8]","[-2, -1, -14]","[-2, -7, -10]","[1, -8, 0]","[-2, 0, -9]",Evan_001_001
"[-6, 0, 3]","[-4, 7, 7]","[0, 0, 2]","[-6, -5, 8]","[-3, 2, -7]","[-3, -7, -7]","[5, -6, -2]","[-2, 0, -1]",Evan_001_001
"[-6, -2, 0]","[-5, 7, 3]","[-2, 0, 0]","[-3, -3, 3]","[0, 0, -3]","[0, -7, -2]","[5, -9, 4]","[2, -3, 3]",Evan_001_001
"[-5, -2, 4]","[-4, 0, 7]","[0, 0, 3]","[-2, -3, 8]","[0, -1, -8]","[0, -9, -6]","[4, -5, 0]","[0, -5, 2]",Evan_001_001
"[1, 0, 5]","[-3, 2, 7]","[-1, -1, 0]","[-1, -5, 1]","[0, 0, -7]","[0, -6, -9]","[7, -4, 0]","[0, -2, -7]",Evan_001_001
"[-1, 2, 10]","[0, 0, 3]","[0, -3, 6]","[0, -6, 6]","[0, 2, -5]","[0, -3, -6]","[2, -6, -3]","[1, -1, 0]",Evan_001_001
"[0, 0, 8]","[1, 1, 12]","[0, -5, 0]","[0, -6, 7]","[3, 0, -9]","[0, -7, -5]","[6, -5, -2]","[0, -3, -7]",Evan_001_001
"[-5, 2, 4]","[-6, 0, 6]","[0, -7, 0]","[0, -3, 3]","[-2, 1, -4]","[0, -8, -5]","[4, -7, 1]","[-1, -2, -4]",Evan_001_001
"[-4, 0, 7]","[-5, 1, 5]","[-4, -3, 4]","[-2, -1, 7]","[-4, 1, 1]","[-1, -7, -6]","[2, -7, -2]","[0, -1, -2]",Evan_001_001
"[-6, 0, 9]","[-4, 3, 7]","[0, 0, 0]","[-6, -7, 6]","[-2, 1, -6]","[-4, -7, -10]","[4, -8, 6]","[0, -2, -4]",Evan_001_001
"[-5, -1, 8]","[-4, 1, 3]","[-1, 0, 4]","[-3, -6, 9]","[-4, -2, -6]","[-1, -9, -10]","[5, -8, -5]","[0, 0, -5]",Evan_001_001
"[-7, 2, 5]","[-4, 2, 11]","[0, -1, 0]","[-3, -4, 2]","[-3, 2, -3]","[2, -7, -9]","[2, -5, -2]","[-3, -1, 0]",Evan_001_001
"[-6, 0, 4]","[-4, 4, 1]","[-1, -2, 0]","[1, -6, 11]","[-3, 0, -8]","[-1, -9, -3]","[2, -6, -2]","[-2, -2, -3]",Evan_001_001
"[-6, 2, 9]","[-7, 0, 12]","[-2, -2, 5]","[0, -2, 5]","[-1, 2, -3]","[-4, -9, -11]","[4, -10, 2]","[-1, -2, -7]",Evan_001_001
"[-1, -1, 10]","[-4, 2, 10]","[-4, -3, 0]","[0, -6, 10]","[-5, 0, -4]","[-1, -9, -5]","[3, -6, 2]","[-1, -2, -3]",Evan_001_001
"[-4, 0, 17]","[-4, 2, 16]","[2, -5, 4]","[-1, -4, 8]","[-3, -1, -6]","[-2, -9, -11]","[2, -7, -5]","[-1, -2, -6]",Evan_001_001
"[-4, 1, 11]","[-6, 0, 6]","[0, -4, 5]","[0, -5, 8]","[-2, 0, -14]","[-3, -8, -12]","[4, -7, 2]","[-3, -2, -6]",Evan_001_001
"[-7, 0, 9]","[-6, 0, 10]","[0, -4, 4]","[-1, -4, 7]","[-7, 0, -10]","[-1, -8, -11]","[3, -6, 1]","[-3, -3, -5]",Evan_001_001
"[-3, 1, 11]","[-5, 0, 9]","[1, -3, 0]","[-2, -5, 8]","[0, 0, -9]","[-1, -9, -4]","[7, -6, -6]","[2, -4, -4]",Evan_001_001
"[-6, 0, 12]","[-5, 2, 9]","[-3, -5, 0]","[-1, -5, 5]","[-1, 0, -3]","[-4, -7, -13]","[1, -8, -1]","[0, -2, -8]",Evan_001_001
"[0, 1, 4]","[-7, 0, 10]","[-1, -2, 8]","[-2, -3, 5]","[-2, 0, -4]","[0, -9, -14]","[3, -7, -2]","[0, -6, -6]",Evan_001_001
"[-4, 0, 10]","[-4, 3, 12]","[-1, -6, 4]","[-1, -4, 12]","[-4, 0, -4]","[-2, -9, -11]","[4, -9, -3]","[-2, 0, -3]",Evan_001_001
"[-3, -1, 14]","[-6, 0, 7]","[0, -5, 9]","[0, -4, 9]","[-2, 3, -8]","[-1, -7, -11]","[6, -9, -3]","[0, -3, -2]",Evan_001_001
"[-2, 3, 24]","[-7, -2, 21]","[0, -7, 13]","[0, -5, 16]","[-4, 4, -12]","[-1, -6, -17]","[4, -6, -11]","[-2, -3, -11]",Evan_001_001
"[-1, 5, 24]","[-10, -3, 25]","[0, -11, 12]","[4, -4, 11]","[-3, 2, -8]","[-3, -9, -15]","[3, -6, -2]","[-1, -2, -7]",Evan_001_001
"[-1, 1, 17]","[-2, 2, 23]","[4, -7, 14]","[4, -2, 12]","[0, 0, -10]","[0, -9, -11]","[3, -9, -3]","[0, -3, -4]",Evan_001_001
"[0, 2, 14]","[-1, 0, 22]","[6, -5, 13]","[3, -4, 13]","[0, -1, -13]","[2, -13, -7]","[4, -6, 0]","[0, -3, -4]",Evan_001_001
"[0, 3, 10]","[0, 0, 21]","[4, -6, 12]","[3, -7, 9]","[0, 2, -3]","[2, -8, -6]","[8, -9, 0]","[1, -4, -4]",Evan_001_001
"[2, 3, 24]","[0, 1, 24]","[4, -9, 20]","[2, -4, 12]","[0, 0, -10]","[5, -4, -5]","[8, -2, -6]","[1, -1, -9]",Evan_001_001
"[1, 4, 30]","[-5, -3, 39]","[3, -10, 17]","[7, -8, 23]","[-2, 1, -15]","[0, -10, -16]","[0, -10, -7]","[-3, -2, -17]",Evan_001_001
"[-39, -7, -16]","[-25, 18, -43]","[-18, 13, -17]","[-25, -1, 0]","[-16, -1, -20]","[-15, -23, -24]","[-6, -20, 3]","[-7, -11, -7]",Evan_001_001
"[-41, 0, -26]","[-20, 32, -42]","[-12, 16, -15]","[-27, 2, -11]","[-15, -6, -20]","[-15, -22, -27]","[-1, -23, 0]","[-9, -12, -8]",Evan_001_001
"[-37, 4, -25]","[-19, 30, -39]","[-13, 20, -21]","[-22, 2, -5]","[-16, -4, -22]","[-14, -28, -21]","[1, -25, -1]","[-8, -12, -3]",Evan_001_001
"[-38, 7, -36]","[-18, 36, -43]","[-12, 19, -13]","[-25, 8, -10]","[-17, -2, -20]","[-14, -29, -23]","[-2, -24, 0]","[-10, -12, -6]",Evan_001_001
"[-38, 4, -29]","[-19, 35, -40]","[-13, 20, -12]","[-24, 6, -7]","[-19, -6, -23]","[-17, -29, -26]","[-2, -24, 0]","[-10, -10, -6]",Evan_001_001
"[-39, 6, -30]","[-18, 37, -43]","[-13, 20, -19]","[-27, 5, -8]","[-14, -4, -24]","[-17, -26, -26]","[-1, -26, -1]","[-9, -12, -7]",Evan_001_001
"[-37, 7, -33]","[-17, 33, -46]","[-14, 19, -15]","[-27, 5, -13]","[-17, -8, -19]","[-17, -23, -26]","[-1, -26, -2]","[-10, -11, -10]",Evan_001_001
"[-38, 3, -30]","[-17, 37, -46]","[-12, 18, -14]","[-26, 4, -7]","[-17, -3, -26]","[-15, -23, -30]","[1, -27, -5]","[-8, -12, -6]",Evan_001_001
"[-36, 7, -31]","[-19, 32, -39]","[-15, 17, -17]","[-25, 5, -4]","[-14, -5, -16]","[-18, -28, -20]","[-2, -28, -5]","[-8, -11, -10]",Evan_001_001
"[-38, 4, -33]","[-20, 32, -42]","[-12, 20, -15]","[-24, 3, -12]","[-16, -6, -18]","[-18, -23, -23]","[-4, -24, -3]","[-10, -11, -11]",Evan_001_001
"[-39, 2, -32]","[-19, 32, -36]","[-10, 20, -19]","[-24, 6, -6]","[-17, -6, -20]","[-15, -25, -20]","[-1, -24, -1]","[-9, -10, -5]",Evan_001_001
"[-34, 7, -30]","[-17, 33, -36]","[-12, 20, -11]","[-24, 4, -7]","[-22, -7, -14]","[-13, -23, -27]","[0, -26, -3]","[-8, -15, -12]",Evan_001_001
"[-39, 5, -33]","[-19, 36, -35]","[-9, 21, -12]","[-25, 5, -7]","[-16, -5, -24]","[-13, -23, -26]","[0, -24, -3]","[-9, -12, -6]",Evan_001_001
"[-38, 6, -30]","[-17, 34, -39]","[-10, 22, -8]","[-24, 6, -8]","[-16, -4, -22]","[-16, -25, -34]","[-1, -26, -3]","[-7, -6, -10]",Evan_001_001
"[-37, 5, -30]","[-16, 34, -36]","[-12, 18, -13]","[-23, 5, -3]","[-17, -5, -19]","[-11, -24, -26]","[-2, -28, 0]","[-11, -12, -7]",Evan_001_001
"[-37, 5, -29]","[-21, 36, -40]","[-12, 19, -13]","[-21, 4, -9]","[-15, -4, -15]","[-16, -26, -28]","[-2, -25, -2]","[-9, -9, -10]",Evan_001_001
"[-35, -1, -27]","[-17, 36, -34]","[-11, 19, -12]","[-23, 3, -9]","[-16, -4, -20]","[-16, -27, -27]","[0, -25, -2]","[-9, -12, -8]",Evan_001_001
"[-36, 5, -27]","[-16, 32, -36]","[-11, 17, -12]","[-24, 4, -4]","[-16, -4, -18]","[-13, -26, -23]","[0, -26, -1]","[-10, -12, -6]",Evan_001_001
"[-36, 5, -27]","[-20, 35, -33]","[-12, 20, -10]","[-27, 4, -13]","[-15, -7, -20]","[-15, -24, -25]","[-1, -24, 0]","[-9, -12, -8]",Evan_001_001
"[-37, 4, -30]","[-19, 34, -39]","[-12, 16, -15]","[-24, 3, -8]","[-15, -4, -24]","[-19, -26, -26]","[0, -24, 0]","[-12, -9, -13]",Evan_001_001
"[-38, 2, -31]","[-15, 32, -36]","[-10, 15, -7]","[-24, 2, -4]","[-15, -4, -19]","[-16, -27, -28]","[-1, -24, 0]","[-11, -10, -10]",Evan_001_001
"[-35, 3, -29]","[-16, 35, -33]","[-13, 12, -9]","[-24, 2, -8]","[-17, -5, -20]","[-15, -26, -27]","[-3, -25, -2]","[-8, -11, -7]",Evan_001_001
"[-36, 3, -27]","[-21, 34, -38]","[-13, 16, -15]","[-23, 1, -10]","[-16, -4, -19]","[-17, -24, -28]","[-3, -25, -5]","[-11, -13, -8]",Evan_001_001
"[-33, 4, -29]","[-15, 32, -34]","[-13, 18, -13]","[-25, 4, -4]","[-14, -5, -18]","[-19, -25, -26]","[-1, -25, -2]","[-8, -12, -13]",Evan_001_001
"[-35, 6, -25]","[-17, 33, -33]","[-13, 17, -9]","[-23, 0, -3]","[-17, -4, -20]","[-18, -27, -21]","[-2, -24, -6]","[-8, -11, -15]",Evan_001_001
"[-37, 2, -26]","[-18, 31, -36]","[-10, 14, -13]","[-24, 5, -5]","[-14, -3, -11]","[-13, -26, -28]","[-1, -24, -3]","[-9, -11, -10]",Evan_001_001
"[-37, 5, -22]","[-19, 33, -36]","[-11, 16, -11]","[-21, 1, -7]","[-16, -5, -19]","[-16, -26, -31]","[-3, -23, 0]","[-11, -12, -10]",Evan_001_001
"[-33, 6, -23]","[-20, 34, -33]","[-12, 15, -15]","[-23, 4, -3]","[-17, -5, -16]","[-16, -27, -30]","[0, -27, -1]","[-11, -9, -7]",Evan_001_001
"[-37, 6, -25]","[-18, 32, -35]","[-10, 17, -11]","[-24, 3, -5]","[-15, -4, -18]","[-17, -23, -24]","[0, -25, -5]","[-9, -12, -7]",Evan_001_001
"[-32, 1, -22]","[-20, 29, -34]","[-13, 16, -13]","[-23, 3, -4]","[-15, -5, -20]","[-16, -22, -28]","[-2, -28, 0]","[-7, -12, -7]",Evan_001_001
"[-34, 3, -20]","[-18, 30, -34]","[-14, 14, -12]","[-21, 0, -2]","[-16, -2, -20]","[-16, -23, -20]","[0, -22, -5]","[-7, -10, -7]",Evan_001_001
"[-33, 5, -20]","[-17, 28, -37]","[-12, 10, -13]","[-21, -2, -4]","[-14, -4, -20]","[-16, -26, -19]","[0, -21, 2]","[-11, -10, -10]",Evan_001_001
"[-29, 0, -17]","[-17, 25, -39]","[-10, 15, -15]","[-21, -2, -3]","[-17, -4, -18]","[-18, -24, -19]","[-2, -25, 0]","[-11, -9, -7]",Evan_001_001
"[-31, 3, -23]","[-15, 27, -33]","[-10, 9, -19]","[-22, -1, -5]","[-12, -2, -16]","[-12, -24, -21]","[0, -23, 0]","[-8, -10, -4]",Evan_001_001
"[-30, 2, -24]","[-15, 22, -36]","[-12, 13, -12]","[-23, 0, -4]","[-14, -2, -14]","[-13, -24, -18]","[2, -23, 2]","[-6, -12, -4]",Evan_001_001
"[-31, 0, -21]","[-16, 26, -36]","[-12, 14, -15]","[-20, 0, -2]","[-14, -4, -14]","[-13, -23, -21]","[0, -25, -1]","[-8, -10, -3]",Evan_001_001
"[-35, -1, -17]","[-18, 25, -29]","[-14, 12, -18]","[-22, 1, -9]","[-16, -4, -21]","[-13, -22, -16]","[0, -24, 3]","[-9, -9, -4]",Evan_001_001
"[-32, 1, -15]","[-18, 23, -27]","[-11, 11, -17]","[-23, -3, -3]","[-12, -1, -16]","[-12, -25, -20]","[1, -24, 1]","[-9, -9, -4]",Evan_001_001
"[-31, -3, -17]","[-18, 26, -36]","[-15, 13, -16]","[-22, -3, -5]","[-11, -5, -18]","[-15, -22, -23]","[0, -19, 0]","[-8, -11, -6]",Evan_001_001
"[-32, 2, -17]","[-19, 26, -34]","[-9, 10, -9]","[-22, -5, -7]","[-16, -4, -17]","[-15, -25, -20]","[-2, -22, 2]","[-7, -12, -5]",Evan_001_001
"[-29, -1, -19]","[-21, 25, -34]","[-13, 10, -15]","[-21, 0, -3]","[-19, -4, -17]","[-14, -23, -28]","[0, -24, 0]","[-10, -10, -5]",Evan_001_001
"[-35, 2, -16]","[-21, 25, -33]","[-17, 13, -17]","[-22, -3, -4]","[-15, -4, -20]","[-17, -23, -23]","[1, -24, -1]","[-9, -7, -10]",Evan_001_001
"[-31, -1, -12]","[-19, 21, -26]","[-14, 8, -7]","[-21, -4, 5]","[-15, -4, -16]","[-11, -21, -24]","[1, -19, 0]","[-6, -7, -5]",Evan_001_001
"[2, 6, 13]","[3, 10, 17]","[7, -2, 7]","[3, -2, 6]","[0, -5, -7]","[5, -19, 1]","[10, -7, 5]","[5, -2, 0]",Evan_001_001
"[2, 13, -8]","[11, 19, 1]","[12, 4, 7]","[1, 6, -4]","[7, -7, 11]","[12, -13, 32]","[19, -2, 22]","[9, -5, 7]",Evan_001_001
"[-6, 8, -8]","[3, 17, 5]","[3, 4, 0]","[1, 4, -4]","[3, 0, 5]","[3, -6, 13]","[12, 0, 10]","[5, -3, 0]",Evan_001_001
"[-8, 6, -2]","[-6, 15, 3]","[2, 5, 9]","[-3, 0, 4]","[-2, 2, -5]","[-3, -5, 0]","[2, -3, 2]","[2, 0, 0]",Evan_001_001
"[-9, 4, 0]","[-4, 10, 10]","[3, 0, 6]","[-1, 0, 10]","[-3, 4, 0]","[-2, -7, -10]","[3, -7, -3]","[-4, -2, -5]",Evan_001_001
"[-8, 6, 1]","[-6, 12, 3]","[1, 2, 3]","[-3, 1, 8]","[-4, 3, -9]","[-4, -8, -14]","[1, -6, -5]","[-4, 0, 1]",Evan_001_001
"[-8, 4, 0]","[0, 8, 2]","[2, 3, 6]","[-3, 1, 8]","[-3, 0, -3]","[0, -3, -11]","[4, -4, -5]","[-1, 0, -6]",Evan_001_001
"[-11, 3, 0]","[-2, 13, 1]","[-1, 5, 0]","[-1, -1, 3]","[-3, -1, -8]","[0, -7, -5]","[7, -7, -2]","[-1, -3, -5]",Evan_001_001
"[-6, 3, 6]","[-4, 11, 0]","[2, 1, 4]","[-2, 0, 2]","[-4, -1, -5]","[2, -10, -5]","[6, -8, 2]","[-1, -2, -2]",Evan_001_001
"[-5, 3, 1]","[-4, 10, 5]","[2, 2, 5]","[-3, 0, 3]","[-2, -1, -6]","[0, -8, -2]","[4, -8, 1]","[-1, -5, -1]",Evan_001_001
"[-7, 6, 0]","[0, 12, 9]","[2, 0, 1]","[0, 0, 5]","[-5, 2, 0]","[-1, -8, -7]","[4, -9, 2]","[0, 0, -6]",Evan_001_001
"[-6, 3, 1]","[-1, 12, 9]","[2, 2, 7]","[0, -3, 8]","[-3, 2, -3]","[-1, -10, -10]","[6, -7, 0]","[0, -3, -3]",Evan_001_001
"[-10, 5, 4]","[0, 14, 2]","[2, 1, 9]","[0, 0, 3]","[-3, -2, -8]","[-1, -13, -7]","[9, -9, -1]","[0, 0, 0]",Evan_001_001
"[-9, 4, 2]","[-3, 14, 10]","[1, 0, 5]","[-2, -2, 5]","[-2, 0, -8]","[1, -13, -7]","[7, -10, -4]","[-1, -4, -4]",Evan_001_001
"[-4, 6, 6]","[-1, 11, 11]","[2, 0, 12]","[2, 0, 2]","[-2, -3, -7]","[0, -11, -12]","[4, -10, 0]","[1, 1, -2]",Evan_001_001
"[-6, 2, 2]","[-2, 12, 15]","[5, 0, 7]","[1, 1, 11]","[-1, -1, -11]","[0, -13, -11]","[5, -8, 0]","[0, -3, -7]",Evan_001_001
"[-5, 4, 6]","[-1, 14, 19]","[3, 0, 7]","[1, -3, 6]","[-1, 0, -12]","[2, -13, -12]","[8, -6, 0]","[-1, -5, -3]",Evan_001_001
"[-4, 4, 8]","[0, 12, 21]","[5, -2, 10]","[1, -1, 9]","[-2, -2, -7]","[2, -12, -11]","[8, -9, 0]","[-1, -5, -1]",Evan_001_001
"[-1, 5, 7]","[1, 9, 17]","[6, 0, 14]","[3, 0, 7]","[0, -1, -10]","[3, -13, -10]","[10, -9, 0]","[0, 0, -6]",Evan_001_001
"[-1, 3, 6]","[-2, 11, 18]","[1, -1, 9]","[-2, -2, 9]","[-3, -1, -4]","[2, -13, -7]","[7, -10, 2]","[0, -1, -4]",Evan_001_001
"[-3, 2, 10]","[-1, 11, 16]","[4, 0, 6]","[2, 0, 7]","[-2, -2, -9]","[2, -14, -8]","[8, -10, 2]","[3, -5, 1]",Evan_001_001
"[-5, 3, 9]","[1, 9, 16]","[6, 0, 10]","[1, -2, 5]","[-1, 0, -6]","[1, -14, -12]","[6, -9, -1]","[0, -5, -6]",Evan_001_001
"[-6, 6, 11]","[1, 12, 12]","[4, 0, 9]","[0, -2, 9]","[1, -1, -8]","[0, -14, -6]","[8, -10, -1]","[1, -1, -1]",Evan_001_001
"[-1, 3, 4]","[0, 11, 16]","[4, -1, 12]","[0, -1, 4]","[-1, -2, -1]","[0, -15, -3]","[9, -9, 3]","[1, -3, -7]",Evan_001_001
"[0, 7, 11]","[1, 10, 14]","[6, -2, 10]","[1, 0, 8]","[0, -4, -11]","[2, -11, -5]","[7, -9, -3]","[0, -2, -7]",Evan_001_001
"[-1, 4, 10]","[0, 11, 18]","[5, -1, 6]","[1, 0, 2]","[-2, -4, -8]","[2, -13, -9]","[8, -9, -4]","[0, -3, -6]",Evan_001_001
"[-3, 8, 9]","[-2, 8, 11]","[4, 0, 14]","[2, -1, 5]","[-2, -3, -8]","[-1, -12, -11]","[6, -11, -5]","[-3, -1, -8]",Evan_001_001
"[-4, 4, 11]","[-2, 10, 20]","[5, 0, 10]","[4, -2, 6]","[0, -2, -10]","[0, -14, -13]","[9, -10, -4]","[-2, -2, -9]",Evan_001_001
"[-6, 6, 12]","[0, 9, 18]","[3, -2, 7]","[4, 0, 11]","[0, 2, -8]","[-1, -16, -9]","[7, -10, 2]","[-1, -5, -8]",Evan_001_001
"[-3, 3, 11]","[-1, 11, 12]","[6, 0, 13]","[0, 0, 9]","[0, 0, -8]","[0, -12, -14]","[7, -13, -2]","[-1, -3, -9]",Evan_001_001
"[-6, 2, 10]","[-3, 11, 19]","[4, -3, 18]","[0, -2, 12]","[-4, -1, -11]","[0, -16, -17]","[4, -11, -3]","[0, -4, -7]",Evan_001_001
"[-7, 5, 16]","[-3, 11, 13]","[3, -3, 6]","[0, -2, 13]","[-1, 0, -14]","[-3, -14, -14]","[6, -13, -2]","[0, -2, -7]",Evan_001_001
"[-5, 4, 20]","[-3, 9, 20]","[4, -3, 16]","[1, -6, 15]","[-2, 0, -10]","[0, -11, -15]","[4, -13, -7]","[-1, -1, -12]",Evan_001_001
"[-4, 2, 17]","[0, 9, 21]","[4, -7, 19]","[4, -3, 19]","[-1, 0, -8]","[0, -14, -13]","[8, -10, -10]","[-5, -5, -1]",Evan_001_001
